instance,expression,cost,runtime_sec,feasible,num_routes,round_idx,known_opt_cost,set_id,dimension,gap,gap_pct
A-n54-k7,dist_matrix[current][c],1421.0,0.008317708969116211,True,7,2,1167.0,A,54,254.0,21.765209940017137
A-n62-k8,dist_matrix[current][c],1775.0,0.010803699493408203,True,8,2,1288.0,A,62,487.0,37.81055900621118
B-n52-k7,dist_matrix[current][c],1276.0,0.008558511734008789,True,7,2,747.0,B,52,529.0,70.81659973226239
B-n56-k7,dist_matrix[current][c],1248.0,0.010046005249023438,True,7,2,707.0,B,56,541.0,76.52050919377652
P-n55-k7,dist_matrix[current][c],754.0,0.010393857955932617,True,7,2,568.0,P,55,186.0,32.74647887323944
P-n65-k10,dist_matrix[current][c],1096.0,0.012625932693481445,True,10,2,792.0,P,65,304.0,38.38383838383838
B-n63-k10,dist_matrix[current][c],2002.0,0.012025833129882812,True,10,2,1496.0,B,63,506.0,33.82352941176471
E-n101-k14,dist_matrix[current][c],1658.0,0.02939772605895996,True,14,2,1067.0,E,101,591.0,55.38894095595126
E-n101-k8,dist_matrix[current][c],1176.0,0.0316162109375,True,8,2,815.0,E,101,361.0,44.29447852760736
F-n135-k7,dist_matrix[current][c],1792.0,0.05785417556762695,True,7,2,1162.0,F,135,630.0,54.21686746987952
M-n101-k10,dist_matrix[current][c],1299.0,0.03286004066467285,True,10,2,820.0,M,101,479.0,58.41463414634146
M-n121-k7,dist_matrix[current][c],1552.0,0.05069255828857422,True,7,2,1034.0,M,121,518.0,50.09671179883946
M-n151-k12,dist_matrix[current][c],1547.0,0.07657480239868164,True,12,2,1015.0,M,151,532.0,52.41379310344828
M-n200-k16,dist_matrix[current][c],1989.0,0.13350272178649902,True,17,2,1274.0,M,200,715.0,56.12244897959183
M-n200-k17,dist_matrix[current][c],1989.0,0.13475465774536133,True,17,2,1275.0,M,200,714.0,56.00000000000001
