instance,expression,cost,runtime_sec,feasible,num_routes,round_idx,known_opt_cost,set_id,dimension,gap,gap_pct
M-n101-k10,dist_matrix[current][c] - 2 * instance['demands'][c],1464.0,0.05807662010192871,True,10,0,820.0,M,101,644.0,78.53658536585367
M-n121-k7,dist_matrix[current][c] - 2 * instance['demands'][c],1688.0,0.07665300369262695,True,7,0,1034.0,M,121,654.0,63.2495164410058
M-n151-k12,dist_matrix[current][c] - 2 * instance['demands'][c],1979.0,0.11691999435424805,True,12,0,1015.0,M,151,964.0,94.97536945812809
M-n200-k16,dist_matrix[current][c] - 2 * instance['demands'][c],2396.0,0.2082056999206543,True,16,0,1274.0,M,200,1122.0,88.0690737833595
M-n200-k17,dist_matrix[current][c] - 2 * instance['demands'][c],2396.0,0.2056732177734375,True,16,0,1275.0,M,200,1121.0,87.92156862745098
P-n101-k4,dist_matrix[current][c] - 2 * instance['demands'][c],1421.0,0.060067176818847656,True,4,0,681.0,P,101,740.0,108.66372980910425
P-n23-k8,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],627.0,0.0028831958770751953,True,9,0,529.0,P,23,98.0,18.525519848771268
A-n38-k5,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1153.0,0.0073871612548828125,True,5,0,730.0,A,38,423.0,57.945205479452056
A-n33-k5,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],955.0,0.006691455841064453,True,5,0,661.0,A,33,294.0,44.47806354009077
B-n35-k5,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1244.0,0.006302833557128906,True,5,0,955.0,B,35,289.0,30.261780104712045
B-n31-k5,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],896.0,0.0048675537109375,True,5,0,672.0,B,31,224.0,33.33333333333333
A-n48-k7,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1520.0,0.011960744857788086,True,7,0,1073.0,A,48,447.0,41.658900279589936
A-n39-k5,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1167.0,0.008547067642211914,True,5,0,822.0,A,39,345.0,41.97080291970803
A-n37-k6,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1350.0,0.006888866424560547,True,6,0,949.0,A,37,401.0,42.2550052687039
P-n16-k8,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],497.0,0.0014951229095458984,True,8,0,450.0,P,16,47.0,10.444444444444445
A-n37-k5,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],980.0,0.01018524169921875,True,5,0,669.0,A,37,311.0,46.48729446935725
P-n70-k10,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1134.0,0.030233144760131836,True,10,0,827.0,P,70,307.0,37.12212817412334
E-n76-k8,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1147.0,0.034571170806884766,True,8,0,735.0,E,76,412.0,56.054421768707485
A-n55-k9,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1485.0,0.016423940658569336,True,9,0,1073.0,A,55,412.0,38.39701770736254
A-n54-k7,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1405.0,0.01629471778869629,True,7,0,1167.0,A,54,238.0,20.394173093401886
A-n62-k8,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1919.0,0.020199060440063477,True,8,0,1288.0,A,62,631.0,48.99068322981366
B-n52-k7,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1278.0,0.014694452285766602,True,7,0,747.0,B,52,531.0,71.08433734939759
B-n56-k7,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1251.0,0.0165097713470459,True,7,0,707.0,B,56,544.0,76.94483734087694
P-n55-k7,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],769.0,0.017273664474487305,True,7,0,568.0,P,55,201.0,35.38732394366197
P-n65-k10,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1140.0,0.024371862411499023,True,10,0,792.0,P,65,348.0,43.93939393939394
B-n63-k10,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],2035.0,0.021942615509033203,True,10,0,1496.0,B,63,539.0,36.029411764705884
E-n101-k14,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1726.0,0.05022239685058594,True,14,0,1067.0,E,101,659.0,61.761949390815374
E-n101-k8,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1341.0,0.057897329330444336,True,8,0,815.0,E,101,526.0,64.5398773006135
F-n135-k7,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1643.0,0.10675454139709473,True,7,0,1162.0,F,135,481.0,41.39414802065404
M-n101-k10,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1305.0,0.06243491172790527,True,10,0,820.0,M,101,485.0,59.14634146341463
M-n121-k7,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1511.0,0.09256219863891602,True,7,0,1034.0,M,121,477.0,46.131528046421664
M-n151-k12,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1761.0,0.12612032890319824,True,12,0,1015.0,M,151,746.0,73.4975369458128
M-n200-k16,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1847.0,0.2227623462677002,True,16,0,1274.0,M,200,573.0,44.976452119309265
M-n200-k17,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1847.0,0.23681139945983887,True,16,0,1275.0,M,200,572.0,44.86274509803921
P-n101-k4,0.3 * dist_matrix[c][instance['depot']] + dist_matrix[current][c],1049.0,0.06246519088745117,True,4,0,681.0,P,101,368.0,54.03817914831131
P-n23-k8,dist_matrix[current][c] - instance['demands'][c],613.0,0.0019109249114990234,True,9,0,529.0,P,23,84.0,15.879017013232513
A-n38-k5,dist_matrix[current][c] - instance['demands'][c],1011.0,0.006544828414916992,True,5,0,730.0,A,38,281.0,38.49315068493151
A-n33-k5,dist_matrix[current][c] - instance['demands'][c],935.0,0.00432896614074707,True,5,0,661.0,A,33,274.0,41.45234493192133
B-n35-k5,dist_matrix[current][c] - instance['demands'][c],1230.0,0.00579524040222168,True,5,0,955.0,B,35,275.0,28.79581151832461
B-n31-k5,dist_matrix[current][c] - instance['demands'][c],952.0,0.004956960678100586,True,5,0,672.0,B,31,280.0,41.66666666666667
A-n48-k7,dist_matrix[current][c] - instance['demands'][c],1462.0,0.009634971618652344,True,7,0,1073.0,A,48,389.0,36.253494874184526
A-n39-k5,dist_matrix[current][c] - instance['demands'][c],1143.0,0.007515907287597656,True,5,0,822.0,A,39,321.0,39.05109489051095
A-n37-k6,dist_matrix[current][c] - instance['demands'][c],1359.0,0.005288124084472656,True,6,0,949.0,A,37,410.0,43.203371970495255
P-n16-k8,dist_matrix[current][c] - instance['demands'][c],487.0,0.0009255409240722656,True,8,0,450.0,P,16,37.0,8.222222222222223
A-n37-k5,dist_matrix[current][c] - instance['demands'][c],954.0,0.006310939788818359,True,5,0,669.0,A,37,285.0,42.600896860986545
P-n70-k10,dist_matrix[current][c] - instance['demands'][c],1225.0,0.0219423770904541,True,10,0,827.0,P,70,398.0,48.12575574365175
E-n76-k8,dist_matrix[current][c] - instance['demands'][c],1120.0,0.025471925735473633,True,8,0,735.0,E,76,385.0,52.38095238095239
A-n55-k9,dist_matrix[current][c] - instance['demands'][c],1435.0,0.012214422225952148,True,9,0,1073.0,A,55,362.0,33.73718546132339
A-n54-k7,dist_matrix[current][c] - instance['demands'][c],1442.0,0.012282371520996094,True,7,0,1167.0,A,54,275.0,23.564695801199655
A-n62-k8,dist_matrix[current][c] - instance['demands'][c],1962.0,0.01672506332397461,True,8,0,1288.0,A,62,674.0,52.32919254658385
B-n52-k7,dist_matrix[current][c] - instance['demands'][c],1269.0,0.011758089065551758,True,7,0,747.0,B,52,522.0,69.87951807228916
B-n56-k7,dist_matrix[current][c] - instance['demands'][c],1116.0,0.013155460357666016,True,7,0,707.0,B,56,409.0,57.85007072135785
P-n55-k7,dist_matrix[current][c] - instance['demands'][c],788.0,0.014038562774658203,True,7,0,568.0,P,55,220.0,38.732394366197184
P-n65-k10,dist_matrix[current][c] - instance['demands'][c],1166.0,0.018583297729492188,True,10,0,792.0,P,65,374.0,47.22222222222222
B-n63-k10,dist_matrix[current][c] - instance['demands'][c],1960.0,0.017320632934570312,True,10,0,1496.0,B,63,464.0,31.016042780748666
E-n101-k14,dist_matrix[current][c] - instance['demands'][c],1534.0,0.045207977294921875,True,14,0,1067.0,E,101,467.0,43.767572633552014
E-n101-k8,dist_matrix[current][c] - instance['demands'][c],1307.0,0.04843878746032715,True,8,0,815.0,E,101,492.0,60.368098159509195
F-n135-k7,dist_matrix[current][c] - instance['demands'][c],3056.0,0.08898472785949707,True,7,0,1162.0,F,135,1894.0,162.99483648881238
M-n101-k10,dist_matrix[current][c] - instance['demands'][c],1378.0,0.051244258880615234,True,10,0,820.0,M,101,558.0,68.04878048780488
M-n121-k7,dist_matrix[current][c] - instance['demands'][c],1666.0,0.06969380378723145,True,7,0,1034.0,M,121,632.0,61.12185686653772
M-n151-k12,dist_matrix[current][c] - instance['demands'][c],1757.0,0.10202884674072266,True,12,0,1015.0,M,151,742.0,73.10344827586206
M-n200-k16,dist_matrix[current][c] - instance['demands'][c],2121.0,0.18183040618896484,True,16,0,1274.0,M,200,847.0,66.48351648351648
M-n200-k17,dist_matrix[current][c] - instance['demands'][c],2121.0,0.18020176887512207,True,16,0,1275.0,M,200,846.0,66.3529411764706
P-n101-k4,dist_matrix[current][c] - instance['demands'][c],1190.0,0.04949831962585449,True,4,0,681.0,P,101,509.0,74.74302496328929
P-n23-k8,dist_matrix[current][c] + instance['demands'][c],669.0,0.0017886161804199219,True,10,0,529.0,P,23,140.0,26.46502835538752
A-n38-k5,dist_matrix[current][c] + instance['demands'][c],1050.0,0.006926774978637695,True,5,0,730.0,A,38,320.0,43.83561643835616
A-n33-k5,dist_matrix[current][c] + instance['demands'][c],921.0,0.00474238395690918,True,5,0,661.0,A,33,260.0,39.334341906202724
B-n35-k5,dist_matrix[current][c] + instance['demands'][c],1318.0,0.005490541458129883,True,5,0,955.0,B,35,363.0,38.010471204188484
B-n31-k5,dist_matrix[current][c] + instance['demands'][c],973.0,0.004976511001586914,True,5,0,672.0,B,31,301.0,44.79166666666667
A-n48-k7,dist_matrix[current][c] + instance['demands'][c],1703.0,0.01111912727355957,True,7,0,1073.0,A,48,630.0,58.7138863000932
A-n39-k5,dist_matrix[current][c] + instance['demands'][c],1282.0,0.006600856781005859,True,5,0,822.0,A,39,460.0,55.961070559610704
A-n37-k6,dist_matrix[current][c] + instance['demands'][c],1452.0,0.005138397216796875,True,6,0,949.0,A,37,503.0,53.0031612223393
P-n16-k8,dist_matrix[current][c] + instance['demands'][c],509.0,0.0010666847229003906,True,8,0,450.0,P,16,59.0,13.111111111111112
A-n37-k5,dist_matrix[current][c] + instance['demands'][c],1072.0,0.007062196731567383,True,5,0,669.0,A,37,403.0,60.239162929745895
P-n70-k10,dist_matrix[current][c] + instance['demands'][c],1276.0,0.021951913833618164,True,11,0,827.0,P,70,449.0,54.29262394195889
E-n76-k8,dist_matrix[current][c] + instance['demands'][c],1127.0,0.027436494827270508,True,8,0,735.0,E,76,392.0,53.333333333333336
A-n55-k9,dist_matrix[current][c] + instance['demands'][c],1646.0,0.015098333358764648,True,9,0,1073.0,A,55,573.0,53.40167753960857
A-n54-k7,dist_matrix[current][c] + instance['demands'][c],1629.0,0.014046907424926758,True,7,0,1167.0,A,54,462.0,39.588688946015424
A-n62-k8,dist_matrix[current][c] + instance['demands'][c],1875.0,0.018954753875732422,True,8,0,1288.0,A,62,587.0,45.57453416149068
B-n52-k7,dist_matrix[current][c] + instance['demands'][c],1332.0,0.011554718017578125,True,7,0,747.0,B,52,585.0,78.3132530120482
B-n56-k7,dist_matrix[current][c] + instance['demands'][c],1420.0,0.013935089111328125,True,7,0,707.0,B,56,713.0,100.84865629420085
P-n55-k7,dist_matrix[current][c] + instance['demands'][c],844.0,0.01602911949157715,True,7,0,568.0,P,55,276.0,48.59154929577465
P-n65-k10,dist_matrix[current][c] + instance['demands'][c],1100.0,0.02173447608947754,True,10,0,792.0,P,65,308.0,38.88888888888889
B-n63-k10,dist_matrix[current][c] + instance['demands'][c],2106.0,0.0179903507232666,True,10,0,1496.0,B,63,610.0,40.77540106951872
E-n101-k14,dist_matrix[current][c] + instance['demands'][c],1695.0,0.051410675048828125,True,14,0,1067.0,E,101,628.0,58.85660731021556
E-n101-k8,dist_matrix[current][c] + instance['demands'][c],1444.0,0.0491023063659668,True,8,0,815.0,E,101,629.0,77.17791411042944
F-n135-k7,dist_matrix[current][c] + instance['demands'][c],2955.0,0.08873438835144043,True,7,0,1162.0,F,135,1793.0,154.30292598967296
M-n101-k10,dist_matrix[current][c] + instance['demands'][c],1539.0,0.05176138877868652,True,10,0,820.0,M,101,719.0,87.6829268292683
M-n121-k7,dist_matrix[current][c] + instance['demands'][c],1741.0,0.07175421714782715,True,7,0,1034.0,M,121,707.0,68.3752417794971
M-n151-k12,dist_matrix[current][c] + instance['demands'][c],1886.0,0.10868382453918457,True,12,0,1015.0,M,151,871.0,85.8128078817734
M-n200-k16,dist_matrix[current][c] + instance['demands'][c],2276.0,0.18483376502990723,True,17,0,1274.0,M,200,1002.0,78.64992150706436
M-n200-k17,dist_matrix[current][c] + instance['demands'][c],2276.0,0.18872475624084473,True,17,0,1275.0,M,200,1001.0,78.50980392156863
P-n101-k4,dist_matrix[current][c] + instance['demands'][c],1272.0,0.0497746467590332,True,4,0,681.0,P,101,591.0,86.78414096916299
P-n23-k8,dist_matrix[current][c],746.0,0.00135040283203125,True,9,1,529.0,P,23,217.0,41.02079395085066
A-n38-k5,dist_matrix[current][c],1084.0,0.0038411617279052734,True,5,1,730.0,A,38,354.0,48.49315068493151
A-n33-k5,dist_matrix[current][c],977.0,0.003477334976196289,True,5,1,661.0,A,33,316.0,47.806354009077154
B-n35-k5,dist_matrix[current][c],1304.0,0.0029265880584716797,True,5,1,955.0,B,35,349.0,36.544502617801044
B-n31-k5,dist_matrix[current][c],887.0,0.003107786178588867,True,5,1,672.0,B,31,215.0,31.994047619047617
A-n48-k7,dist_matrix[current][c],1475.0,0.0064389705657958984,True,7,1,1073.0,A,48,402.0,37.46505125815471
A-n39-k5,dist_matrix[current][c],1070.0,0.004434347152709961,True,5,1,822.0,A,39,248.0,30.170316301703163
A-n37-k6,dist_matrix[current][c],1334.0,0.004595518112182617,True,6,1,949.0,A,37,385.0,40.56902002107481
P-n16-k8,dist_matrix[current][c],497.0,0.000629425048828125,True,8,1,450.0,P,16,47.0,10.444444444444445
A-n37-k5,dist_matrix[current][c],948.0,0.004080057144165039,True,5,1,669.0,A,37,279.0,41.70403587443946
P-n70-k10,dist_matrix[current][c],1010.0,0.015015125274658203,True,10,1,827.0,P,70,183.0,22.128174123337363
E-n76-k8,dist_matrix[current][c],1081.0,0.017583131790161133,True,8,1,735.0,E,76,346.0,47.074829931972786
A-n55-k9,dist_matrix[current][c],1500.0,0.008442163467407227,True,9,1,1073.0,A,55,427.0,39.79496738117428
A-n54-k7,dist_matrix[current][c],1421.0,0.010736942291259766,True,7,1,1167.0,A,54,254.0,21.765209940017137
A-n62-k8,dist_matrix[current][c],1775.0,0.01120615005493164,True,8,1,1288.0,A,62,487.0,37.81055900621118
B-n52-k7,dist_matrix[current][c],1276.0,0.008382081985473633,True,7,1,747.0,B,52,529.0,70.81659973226239
B-n56-k7,dist_matrix[current][c],1248.0,0.00857400894165039,True,7,1,707.0,B,56,541.0,76.52050919377652
P-n55-k7,dist_matrix[current][c],754.0,0.009641170501708984,True,7,1,568.0,P,55,186.0,32.74647887323944
P-n65-k10,dist_matrix[current][c],1096.0,0.014175653457641602,True,10,1,792.0,P,65,304.0,38.38383838383838
B-n63-k10,dist_matrix[current][c],2002.0,0.01202702522277832,True,10,1,1496.0,B,63,506.0,33.82352941176471
E-n101-k14,dist_matrix[current][c],1658.0,0.03133988380432129,True,14,1,1067.0,E,101,591.0,55.38894095595126
E-n101-k8,dist_matrix[current][c],1176.0,0.03316164016723633,True,8,1,815.0,E,101,361.0,44.29447852760736
F-n135-k7,dist_matrix[current][c],1792.0,0.05833888053894043,True,7,1,1162.0,F,135,630.0,54.21686746987952
M-n101-k10,dist_matrix[current][c],1299.0,0.0335993766784668,True,10,1,820.0,M,101,479.0,58.41463414634146
M-n121-k7,dist_matrix[current][c],1552.0,0.047057151794433594,True,7,1,1034.0,M,121,518.0,50.09671179883946
M-n151-k12,dist_matrix[current][c],1547.0,0.07617521286010742,True,12,1,1015.0,M,151,532.0,52.41379310344828
M-n200-k16,dist_matrix[current][c],1989.0,0.1324024200439453,True,17,1,1274.0,M,200,715.0,56.12244897959183
M-n200-k17,dist_matrix[current][c],1989.0,0.12669968605041504,True,17,1,1275.0,M,200,714.0,56.00000000000001
P-n101-k4,dist_matrix[current][c],1021.0,0.03417181968688965,True,4,1,681.0,P,101,340.0,49.926578560939795
P-n23-k8,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,679.0,0.0036046504974365234,True,9,1,529.0,P,23,150.0,28.35538752362949
A-n38-k5,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,1067.0,0.00953531265258789,True,5,1,730.0,A,38,337.0,46.16438356164384
A-n33-k5,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,874.0,0.007639884948730469,True,5,1,661.0,A,33,213.0,32.22390317700454
B-n35-k5,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,1178.0,0.008200645446777344,True,5,1,955.0,B,35,223.0,23.350785340314136
B-n31-k5,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,948.0,0.006231069564819336,True,5,1,672.0,B,31,276.0,41.07142857142857
A-n48-k7,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,1474.0,0.016154766082763672,True,7,1,1073.0,A,48,401.0,37.37185461323392
A-n39-k5,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,1110.0,0.011934518814086914,True,5,1,822.0,A,39,288.0,35.03649635036496
A-n37-k6,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,1173.0,0.009597539901733398,True,6,1,949.0,A,37,224.0,23.603793466807165
P-n16-k8,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,497.0,0.0013737678527832031,True,8,1,450.0,P,16,47.0,10.444444444444445
A-n37-k5,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,975.0,0.008514881134033203,True,5,1,669.0,A,37,306.0,45.73991031390135
P-n70-k10,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,1059.0,0.03539633750915527,True,10,1,827.0,P,70,232.0,28.053204353083434
E-n76-k8,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,1120.0,0.039681196212768555,True,8,1,735.0,E,76,385.0,52.38095238095239
A-n55-k9,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,1389.0,0.02222585678100586,True,9,1,1073.0,A,55,316.0,29.450139794967384
A-n54-k7,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,1389.0,0.02016162872314453,True,7,1,1167.0,A,54,222.0,19.02313624678663
A-n62-k8,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,1726.0,0.028191328048706055,True,8,1,1288.0,A,62,438.0,34.006211180124225
B-n52-k7,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,1055.0,0.020201921463012695,True,7,1,747.0,B,52,308.0,41.231593038821956
B-n56-k7,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,1227.0,0.022110462188720703,True,7,1,707.0,B,56,520.0,73.55021216407354
P-n55-k7,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,686.0,0.023194074630737305,True,7,1,568.0,P,55,118.0,20.774647887323944
P-n65-k10,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,1084.0,0.0317227840423584,True,10,1,792.0,P,65,292.0,36.868686868686865
B-n63-k10,dist_matrix[current][c] - (dist_matrix[c][instance['depot']] + instance['demands'][c]) * 0.2,1868.0,0.029827594757080078,True,10,1,1496.0,B,63,372.0,24.86631016042781
