expression,num_instances,feasible_rate,avg_cost,avg_runtime_sec,avg_num_routes
ortools,29,1.0,946.7931034482758,3.001723684113601,8.137931034482758
nearest_neighbor,29,1.0,1277.8620689655172,0.000546364948667329,8.172413793103448
greedy,29,1.0,2521.655172413793,0.0009574396856899919,8.137931034482758
